title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LBC 028A 01 AAA,LBC 028A 01 AAA,LBC028A01AAA,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.355,0.355,9.02,0.902,0.015,0.015,0.38,0.038,9.375,9.375,1.642,16.42,0.1674,1.674,167.42,1674.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.028,0.028,0.71,0.071,Silver Coated Beryllium Copper,OTCS,2.135,2.135,9.5,0.968,968.44,Squared,Factory Option,,,,,4.78,4.78,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.16,0.16,4.06,0.406,+/-0.004,+/-0.004,+/-0.1,+/-0.01,,0.000787
LBC 028B 01 AA,LBC 028B 01 AA,LBC028B01AA,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,,,,0.109,0.109,2.77,0.277,MIN,MIN,MIN,MIN,0.44,0.44,11.18,1.118,0.015,0.015,0.38,0.038,5.872,5.872,1.028,10.28,0.1049,1.049,104.86,1048.6,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.028,0.028,0.71,0.071,Silver Coated Beryllium Copper,OTCS,1.758,1.758,7.82,0.797,797.43,Squared,Factory Option,,,,,4.87,4.87,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.22,0.22,5.59,0.559,+/-0.004,+/-0.004,+/-0.1,+/-0.01,,0.000899
LBC 028B 01 AAA,LBC 028B 01 AAA,LBC028B01AAA,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,,,,0.109,0.109,2.77,0.277,MIN,MIN,MIN,MIN,0.355,0.355,9.02,0.902,0.015,0.015,0.38,0.038,9.375,9.375,1.642,16.42,0.1674,1.674,167.42,1674.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.028,0.028,0.71,0.071,Silver Coated Beryllium Copper,OTCS,2.135,2.135,9.5,0.968,968.44,Squared,Factory Option,,,,,4.78,4.78,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.16,0.16,4.06,0.406,+/-0.004,+/-0.004,+/-0.1,+/-0.01,,0.000787
LBC 028C 01 AA,LBC 028C 01 AA,LBC028C01AA,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.44,0.44,11.18,1.118,0.015,0.015,0.38,0.038,5.872,5.872,1.028,10.28,0.1049,1.049,104.86,1048.6,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.028,0.028,0.71,0.071,Silver Coated Beryllium Copper,OTCS,1.758,1.758,7.82,0.797,797.43,Squared,Factory Option,,,,,4.87,4.87,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.22,0.22,5.59,0.559,+/-0.004,+/-0.004,+/-0.1,+/-0.01,,0.000899
LBC 028C 01 AAA,LBC 028C 01 AAA,LBC028C01AAA,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.355,0.355,9.02,0.902,0.015,0.015,0.38,0.038,9.375,9.375,1.642,16.42,0.1674,1.674,167.42,1674.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.028,0.028,0.71,0.071,Silver Coated Beryllium Copper,OTCS,2.135,2.135,9.5,0.968,968.44,Squared,Factory Option,,,,,4.78,4.78,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.16,0.16,4.06,0.406,+/-0.004,+/-0.004,+/-0.1,+/-0.01,,0.000787
LBC 028D 01 AA,LBC 028D 01 AA,LBC028D01AA,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.276,0.276,7.01,0.701,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.44,0.44,11.18,1.118,0.015,0.015,0.38,0.038,5.872,5.872,1.028,10.28,0.1049,1.049,104.86,1048.6,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.028,0.028,0.71,0.071,Silver Coated Beryllium Copper,OTCS,1.758,1.758,7.82,0.797,797.43,Squared,Factory Option,,,,,4.87,4.87,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.22,0.22,5.59,0.559,+/-0.004,+/-0.004,+/-0.1,+/-0.01,,0.001798
LBC 028D 01 AAA,LBC 028D 01 AAA,LBC028D01AAA,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.216,0.216,5.49,0.549,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.355,0.355,9.02,0.902,0.015,0.015,0.38,0.038,9.375,9.375,1.642,16.42,0.1674,1.674,167.42,1674.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.028,0.028,0.71,0.071,Silver Coated Beryllium Copper,OTCS,2.135,2.135,9.5,0.968,968.44,Squared,Factory Option,,,,,4.78,4.78,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.16,0.16,4.06,0.406,+/-0.004,+/-0.004,+/-0.1,+/-0.01,,0.001571
LBC 038A 01 C,LBC 038A 01 C,LBC038A01C,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.406,0.406,10.31,1.031,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.52,0.52,13.21,1.321,0.02,0.02,0.51,0.051,5.556,5.556,0.973,9.73,0.0992,0.992,99.22,992.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.038,0.038,0.97,0.097,Silver Coated Beryllium Copper,OTCS,1.613,1.613,7.17,0.732,731.66,Squared,Factory Option,,,,,5.65,5.65,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.33,0.33,8.38,0.838,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,0.002739
LBC 038B 01 C,LBC 038B 01 C,LBC038B01C,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.406,0.406,10.31,1.031,Reference,Reference,Reference,Reference,,,,,0.174,0.174,4.42,0.442,MIN,MIN,MIN,MIN,0.52,0.52,13.21,1.321,0.02,0.02,0.51,0.051,5.556,5.556,0.973,9.73,0.0992,0.992,99.22,992.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.038,0.038,0.97,0.097,Silver Coated Beryllium Copper,OTCS,1.613,1.613,7.17,0.732,731.66,Squared,Factory Option,,,,,5.65,5.65,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.33,0.33,8.38,0.838,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,0.002739
LBC 038C 01 C,LBC 038C 01 C,LBC038C01C,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.406,0.406,10.31,1.031,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.52,0.52,13.21,1.321,0.02,0.02,0.51,0.051,5.556,5.556,0.973,9.73,0.0992,0.992,99.22,992.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.038,0.038,0.97,0.097,Silver Coated Beryllium Copper,OTCS,1.613,1.613,7.17,0.732,731.66,Squared,Factory Option,,,,,5.65,5.65,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.33,0.33,8.38,0.838,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,0.002739
LBC 038D 01 C,LBC 038D 01 C,LBC038D01C,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.406,0.406,10.31,1.031,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.52,0.52,13.21,1.321,0.02,0.02,0.51,0.051,5.556,5.556,0.973,9.73,0.0992,0.992,99.22,992.2,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.038,0.038,0.97,0.097,Silver Coated Beryllium Copper,OTCS,1.613,1.613,7.17,0.732,731.66,Squared,Factory Option,,,,,5.65,5.65,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.33,0.33,8.38,0.838,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,0.00545
LBC 040A 01 D,LBC 040A 01 D,LBC040A01D,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.72,0.72,18.29,1.829,0.02,0.02,0.51,0.051,5.505,5.505,0.964,9.64,0.0983,0.983,98.31,983.1,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.04,0.04,1.02,0.102,Silver Coated Beryllium Copper,OTCS,3.024,3.024,13.45,1.372,1371.69,Squared,Factory Option,,,,,4.68,4.68,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,0.003165
LBC 040B 01 D,LBC 040B 01 D,LBC040B01D,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,,,,,0.174,0.174,4.42,0.442,MIN,MIN,MIN,MIN,0.72,0.72,18.29,1.829,0.02,0.02,0.51,0.051,5.505,5.505,0.964,9.64,0.0983,0.983,98.31,983.1,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.04,0.04,1.02,0.102,Silver Coated Beryllium Copper,OTCS,3.024,3.024,13.45,1.372,1371.69,Squared,Factory Option,,,,,4.68,4.68,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,0.003165
LBC 040C 01 D,LBC 040C 01 D,LBC040C01D,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.72,0.72,18.29,1.829,0.02,0.02,0.51,0.051,5.505,5.505,0.964,9.64,0.0983,0.983,98.31,983.1,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.04,0.04,1.02,0.102,Silver Coated Beryllium Copper,OTCS,3.024,3.024,13.45,1.372,1371.69,Squared,Factory Option,,,,,4.68,4.68,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,0.003165
LBC 040D 01 D,LBC 040D 01 D,LBC040D01D,Specialty Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,,,,,,0,,0,,,,,0.72,0.72,18.29,1.829,0.02,0.02,0.51,0.051,5.505,5.505,0.964,9.64,0.0983,0.983,98.31,983.1,Reference,Reference,Reference,Reference,Reference,Reference,Reference,Reference,,,,,0.04,0.04,1.02,0.102,Silver Coated Beryllium Copper,OTCS,3.024,3.024,13.45,1.372,1371.69,Squared,Factory Option,,,,,4.68,4.68,Pre-coated with Silver,1,Battery Spring,ASTM B197,0.36,0.36,9.14,0.914,+/-0.008,+/-0.008,+/-0.2,+/-0.02,,0.00633
LC 014A 01 M,LC 014A 01 M,LC014A01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.084,0.084,2.13,0.213,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,11.3,11.3,1.979,19.79,0.2018,2.018,201.8,2018,1.13,1.13,0.1979,1.979,0.02018,0.2018,20.18,201.8,0.088,0.088,2.24,0.224,0.014,0.014,0.36,0.036,Music Wire,MW,2,2,8.9,0.907,907.2,Squared and Ground,Factory Option,4.281,4.281,Reference,Reference,6.28,6.28,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.092,0.092,2.34,0.234,Reference,Reference,Reference,Reference,,0.000096
LC 014A 01 S,LC 014A 01 S,LC014A01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.12,0.12,3.05,0.305,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.125,0.125,3.18,0.318,0.084,0.084,2.13,0.213,MIN,MIN,MIN,MIN,0.25,0.25,6.35,0.635,0.018,0.018,0.46,0.046,9.4,9.4,1.646,16.46,0.1679,1.679,167.87,1678.7,0.94,0.94,0.1646,1.646,0.01679,0.1679,16.787,167.87,0.088,0.088,2.24,0.224,0.014,0.014,0.36,0.036,Stainless Steel,SS,1.666,1.666,7.41,0.756,755.7,Squared and Ground,Factory Option,4.289,4.289,Reference,Reference,6.29,6.29,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.092,0.092,2.34,0.234,Reference,Reference,Reference,Reference,,0.000098
