title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 020B 03 M,LC 020B 03 M,LC020B03M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,12.8,12.8,2.242,22.42,0.2286,2.286,228.58,2285.8,1.28,1.28,0.2242,2.242,0.02286,0.2286,22.858,228.58,0.144,0.144,3.66,0.366,0.02,0.02,0.51,0.051,Music Wire,MW,3,3,13.34,1.361,1360.8,Squared and Ground,Factory Option,4.5776,4.5776,Reference,Reference,6.58,6.58,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0003102
LC 020B 03 S,LC 020B 03 S,LC020B03S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,10.6,10.6,1.856,18.56,0.1893,1.893,189.29,1892.9,1.06,1.06,0.1856,1.856,0.01893,0.1893,18.929,189.29,0.144,0.144,3.66,0.366,0.02,0.02,0.51,0.051,Stainless Steel,SS,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,4.606,4.606,Reference,Reference,6.61,6.61,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.000317
LC 020B 03 S316,LC 020B 03 S316,LC020B03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,10.6,10.6,1.856,18.56,0.1893,1.893,189.29,1892.9,1.06,1.06,0.1856,1.856,0.01893,0.1893,18.929,189.29,0.144,0.144,3.66,0.366,0.02,0.02,0.51,0.051,Stainless Steel Type 316,SS316,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,4.6064,4.6064,Reference,Reference,6.61,6.61,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0003175
LC 020B 04 M,LC 020B 04 M,LC020B04M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,11,11,1.926,19.26,0.1964,1.964,196.44,1964.4,1.1,1.1,0.1926,1.926,0.01964,0.1964,19.644,196.44,0.16,0.16,4.06,0.406,0.02,0.02,0.51,0.051,Music Wire,MW,3,3,13.34,1.361,1360.8,Squared and Ground,Factory Option,5.3267,5.3267,Reference,Reference,7.33,7.33,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0003456
LC 020B 04 S,LC 020B 04 S,LC020B04S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,9.2,9.2,1.611,16.11,0.1643,1.643,164.29,1642.9,0.92,0.92,0.1611,1.611,0.01643,0.1643,16.429,164.29,0.16,0.16,4.06,0.406,0.02,0.02,0.51,0.051,Stainless Steel,SS,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,5.3074,5.3074,Reference,Reference,7.31,7.31,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0003512
LC 020B 04 S316,LC 020B 04 S316,LC020B04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.438,0.438,11.13,1.113,0.018,0.018,0.46,0.046,9.2,9.2,1.611,16.11,0.1643,1.643,164.29,1642.9,0.92,0.92,0.1611,1.611,0.01643,0.1643,16.429,164.29,0.16,0.16,4.06,0.406,0.02,0.02,0.51,0.051,Stainless Steel Type 316,SS316,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,5.3074,5.3074,Reference,Reference,7.31,7.31,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0003512
LC 020B 05 M,LC 020B 05 M,LC020B05M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,9.3,9.3,1.629,16.29,0.1661,1.661,166.08,1660.8,0.93,0.93,0.1629,1.629,0.01661,0.1661,16.608,166.08,0.18,0.18,4.57,0.457,0.02,0.02,0.51,0.051,Music Wire,MW,3,3,13.34,1.361,1360.8,Squared and Ground,Factory Option,6.3004,6.3004,Reference,Reference,8.3,8.3,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0003915
LC 020B 05 S,LC 020B 05 S,LC020B05S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,7.7,7.7,1.349,13.49,0.1375,1.375,137.51,1375.1,0.77,0.77,0.1349,1.349,0.01375,0.1375,13.751,137.51,0.18,0.18,4.57,0.457,0.02,0.02,0.51,0.051,Stainless Steel,SS,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,6.3413,6.3413,Reference,Reference,8.34,8.34,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0004009
LC 020B 05 S316,LC 020B 05 S316,LC020B05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.5,0.5,12.7,1.27,0.018,0.018,0.46,0.046,7.7,7.7,1.349,13.49,0.1375,1.375,137.51,1375.1,0.77,0.77,0.1349,1.349,0.01375,0.1375,13.751,137.51,0.18,0.18,4.57,0.457,0.02,0.02,0.51,0.051,Stainless Steel Type 316,SS316,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,6.3413,6.3413,Reference,Reference,8.34,8.34,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0004009
LC 020B 06 M,LC 020B 06 M,LC020B06M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,8.3,8.3,1.454,14.54,0.1482,1.482,148.22,1482.2,0.83,0.83,0.1454,1.454,0.01482,0.1482,14.822,148.22,0.196,0.196,4.98,0.498,0.02,0.02,0.51,0.051,Music Wire,MW,3,3,13.34,1.361,1360.8,Squared and Ground,Factory Option,7.0594,7.0594,Reference,Reference,9.06,9.06,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0004273
LC 020B 06 S,LC 020B 06 S,LC020B06S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,6.9,6.9,1.208,12.08,0.1232,1.232,123.22,1232.2,0.69,0.69,0.1208,1.208,0.01232,0.1232,12.322,123.22,0.196,0.196,4.98,0.498,0.02,0.02,0.51,0.051,Stainless Steel,SS,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,7.0765,7.0765,Reference,Reference,9.08,9.08,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0004363
LC 020B 06 S316,LC 020B 06 S316,LC020B06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.563,0.563,14.3,1.43,0.02,0.02,0.51,0.051,6.9,6.9,1.208,12.08,0.1232,1.232,123.22,1232.2,0.69,0.69,0.1208,1.208,0.01232,0.1232,12.322,123.22,0.196,0.196,4.98,0.498,0.02,0.02,0.51,0.051,Stainless Steel Type 316,SS316,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,7.0765,7.0765,Reference,Reference,9.08,9.08,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0004363
LC 020B 07 M,LC 020B 07 M,LC020B07M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,7.3,7.3,1.278,12.78,0.1304,1.304,130.36,1303.6,0.73,0.73,0.1278,1.278,0.01304,0.1304,13.036,130.36,0.214,0.214,5.44,0.544,0.02,0.02,0.51,0.051,Music Wire,MW,3,3,13.34,1.361,1360.8,Squared and Ground,Factory Option,8.027,8.027,Reference,Reference,10.03,10.03,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.000472
LC 020B 07 S,LC 020B 07 S,LC020B07S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,6,6,1.051,10.51,0.1071,1.071,107.15,1071.5,0.6,0.6,0.1051,1.051,0.01071,0.1071,10.715,107.15,0.214,0.214,5.44,0.544,0.02,0.02,0.51,0.051,Stainless Steel,SS,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,8.138,8.138,Reference,Reference,10.14,10.14,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0004873
LC 020B 07 S316,LC 020B 07 S316,LC020B07S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.132,0.132,3.35,0.335,MIN,MIN,MIN,MIN,0.625,0.625,15.88,1.588,0.02,0.02,0.51,0.051,6,6,1.051,10.51,0.1071,1.071,107.15,1071.5,0.6,0.6,0.1051,1.051,0.01071,0.1071,10.715,107.15,0.214,0.214,5.44,0.544,0.02,0.02,0.51,0.051,Stainless Steel Type 316,SS316,2.499,2.499,11.12,1.134,1133.55,Squared and Ground,Factory Option,8.138,8.138,Reference,Reference,10.14,10.14,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.14,0.14,3.56,0.356,Reference,Reference,Reference,Reference,,0.0004873
