title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb,field_nominal_load_build_spec_lb,field_nominal_load_lb,field_nominal_load_n,field_nominal_load_kg,field_nominal_load_gm,field_working_height_bud_spc_in,field_working_height_in,field_working_height_mm,field_working_height_cm
LWM10 035 0792S,LWM10 035 0792S,LWM100350792S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.312,0.312,7.92,0.792,0.06,0.06,1.52,0.152,55.386,55.386,9.7,97,0.9891,9.891,989.08,9890.8,13.847,13.847,2.4251,24.251,0.24728,2.4728,247.28,2472.8,0.077,0.077,1.96,0.196,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,13.016,13.016,57.9,5.904,5904.06,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.000962,7.868,7.868,35,3.569,3568.92,0.17,0.17,4.32,0.432
LWM10 035 0925S,LWM10 035 0925S,LWM100350925S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.364,0.364,9.25,0.925,0.06,0.06,1.52,0.152,47.963,47.963,8.4,84,0.8565,8.565,856.52,8565.2,11.991,11.991,2.1,21,0.21414,2.1414,214.135,2141.35,0.088,0.088,2.24,0.224,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,13.238,13.238,58.89,6.005,6004.76,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.001123,7.868,7.868,35,3.569,3568.92,0.2,0.2,5.08,0.508
LWM10 035 1057S,LWM10 035 1057S,LWM100351057S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.416,0.416,10.57,1.057,0.07,0.07,1.78,0.178,42.31,42.31,7.41,74.1,0.7556,7.556,755.57,7555.7,10.578,10.578,1.8526,18.526,0.1889,1.889,188.902,1889.02,0.099,0.099,2.52,0.252,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,13.412,13.412,59.66,6.084,6083.68,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.001283,7.868,7.868,35,3.569,3568.92,0.23,0.23,5.84,0.584
LWM10 035 1189S,LWM10 035 1189S,LWM100351189S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.468,0.468,11.89,1.189,0.08,0.08,2.03,0.203,37.8,37.8,6.62,66.2,0.675,6.75,675.03,6750.3,9.45,9.45,1.655,16.55,0.16876,1.6876,168.758,1687.58,0.11,0.11,2.79,0.279,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,13.532,13.532,60.19,6.138,6138.12,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.001444,7.868,7.868,35,3.569,3568.92,0.26,0.26,6.6,0.66
LWM10 035 1321S,LWM10 035 1321S,LWM100351321S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.52,0.52,13.21,1.321,0.09,0.09,2.29,0.229,34.202,34.202,5.99,59.9,0.6108,6.108,610.78,6107.8,8.551,8.551,1.4976,14.976,0.1527,1.527,152.704,1527.04,0.121,0.121,3.07,0.307,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,13.647,13.647,60.7,6.19,6190.28,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.001604,7.868,7.868,35,3.569,3568.92,0.29,0.29,7.37,0.737
LWM10 035 1453S,LWM10 035 1453S,LWM100351453S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.357,0.357,9.07,0.907,Reference,Reference,Reference,Reference,0.394,0.394,10,1,0.276,0.276,7,0.7,MIN,MIN,MIN,MIN,0.572,0.572,14.53,1.453,0.09,0.09,2.29,0.229,31.233,31.233,5.47,54.7,0.5578,5.578,557.76,5577.6,7.808,7.808,1.3674,13.674,0.13944,1.3944,139.435,1394.35,0.132,0.132,3.35,0.335,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,13.743,13.743,61.13,6.234,6233.82,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.294,0.294,8.51,0.851,Reference,Reference,Reference,Reference,,0.001764,7.868,7.868,35,3.569,3568.92,0.32,0.32,8.13,0.813
LWM12 020 0434S,LWM12 020 0434S,LWM120200434S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.171,0.171,4.34,0.434,0.03,0.03,0.76,0.076,39.798,39.798,6.97,69.7,0.7107,7.107,710.71,7107.1,9.95,9.95,1.7426,17.426,0.17769,1.7769,177.687,1776.87,0.032,0.032,0.81,0.081,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.532,5.532,24.61,2.509,2509.32,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.000541,4.496,4.496,20,2.039,2039.39,0.058,0.058,1.47,0.147
LWM12 020 0579S,LWM12 020 0579S,LWM120200579S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.228,0.228,5.79,0.579,0.04,0.04,1.02,0.102,29.977,29.977,5.25,52.5,0.5353,5.353,535.33,5353.3,7.494,7.494,1.3124,13.124,0.13383,1.3383,133.828,1338.28,0.04,0.04,1.02,0.102,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.636,5.636,25.07,2.556,2556.49,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.000722,4.496,4.496,20,2.039,2039.39,0.078,0.078,1.98,0.198
LWM12 020 0724S,LWM12 020 0724S,LWM120200724S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.285,0.285,7.24,0.724,0.05,0.05,1.27,0.127,23.924,23.924,4.19,41.9,0.4272,4.272,427.23,4272.3,5.981,5.981,1.0475,10.475,0.10681,1.0681,106.809,1068.09,0.048,0.048,1.22,0.122,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.67,5.67,25.22,2.572,2571.91,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.000902,4.496,4.496,20,2.039,2039.39,0.097,0.097,2.46,0.246
LWM12 020 0869S,LWM12 020 0869S,LWM120200869S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.342,0.342,8.69,0.869,0.06,0.06,1.52,0.152,19.87,19.87,3.48,34.8,0.3548,3.548,354.84,3548.4,4.968,4.968,0.8701,8.701,0.08872,0.8872,88.719,887.19,0.056,0.056,1.42,0.142,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.683,5.683,25.28,2.578,2577.81,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.001082,4.496,4.496,20,2.039,2039.39,0.116,0.116,2.95,0.295
LWM12 020 1013S,LWM12 020 1013S,LWM120201013S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.399,0.399,10.13,1.013,0.06,0.06,1.52,0.152,17.073,17.073,2.99,29.9,0.3049,3.049,304.89,3048.9,4.268,4.268,0.7475,7.475,0.07622,0.7622,76.218,762.18,0.064,0.064,1.63,0.163,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.719,5.719,25.44,2.594,2594.14,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.001263,4.496,4.496,20,2.039,2039.39,0.136,0.136,3.45,0.345
LWM12 020 1158S,LWM12 020 1158S,LWM120201158S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.456,0.456,11.58,1.158,0.08,0.08,2.03,0.203,14.96,14.96,2.62,26.2,0.2672,2.672,267.16,2671.6,3.74,3.74,0.655,6.55,0.06679,0.6679,66.789,667.89,0.072,0.072,1.83,0.183,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.745,5.745,25.56,2.606,2605.93,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.001443,4.496,4.496,20,2.039,2039.39,0.155,0.155,3.94,0.394
LWM12 020 1303S,LWM12 020 1303S,LWM120201303S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.513,0.513,13.03,1.303,0.09,0.09,2.29,0.229,13.304,13.304,2.33,23.3,0.2376,2.376,237.58,2375.8,3.326,3.326,0.5825,5.825,0.0594,0.594,59.396,593.96,0.08,0.08,2.03,0.203,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.761,5.761,25.63,2.613,2613.19,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.001623,4.496,4.496,20,2.039,2039.39,0.175,0.175,4.45,0.445
LWM12 020 1448S,LWM12 020 1448S,LWM120201448S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.57,0.57,14.48,1.448,0.09,0.09,2.29,0.229,11.934,11.934,2.09,20.9,0.2131,2.131,213.12,2131.2,2.983,2.983,0.5224,5.224,0.05327,0.5327,53.27,532.7,0.088,0.088,2.24,0.224,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.752,5.752,25.59,2.609,2609.11,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.001804,4.496,4.496,20,2.039,2039.39,0.194,0.194,4.93,0.493
LWM12 020 1593S,LWM12 020 1593S,LWM120201593S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.447,0.447,11.35,1.135,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.354,0.354,9,0.9,MIN,MIN,MIN,MIN,0.627,0.627,15.93,1.593,0.09,0.09,2.29,0.229,10.906,10.906,1.91,19.1,0.1948,1.948,194.76,1947.6,2.726,2.726,0.4774,4.774,0.04868,0.4868,48.681,486.81,0.096,0.096,2.44,0.244,0.008,0.008,0.2,0.02,Stainless Steel Type 17-7 PH,17-7 PH,5.791,5.791,25.76,2.627,2626.8,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.367,0.367,10.95,1.095,Reference,Reference,Reference,Reference,,0.001984,4.496,4.496,20,2.039,2039.39,0.214,0.214,5.44,0.544
LWM12 040 0434S,LWM12 040 0434S,LWM120400434S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.171,0.171,4.34,0.434,0.03,0.03,0.76,0.076,115.283,115.283,20.19,201.9,2.0587,20.587,2058.72,20587.2,28.821,28.821,5.0475,50.475,0.51469,5.1469,514.685,5146.85,0.044,0.044,1.12,0.112,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,14.641,14.641,65.13,6.641,6641.16,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.000845,8.992,8.992,40,4.079,4078.77,0.093,0.093,2.36,0.236
LWM12 040 0579S,LWM12 040 0579S,LWM120400579S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.228,0.228,5.79,0.579,0.04,0.04,1.02,0.102,87.304,87.304,15.29,152.9,1.5591,15.591,1559.07,15590.7,21.826,21.826,3.8225,38.225,0.38977,3.8977,389.769,3897.69,0.055,0.055,1.4,0.14,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,15.104,15.104,67.19,6.851,6851.17,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.001127,8.992,8.992,40,4.079,4078.77,0.125,0.125,3.18,0.318
LWM12 040 0724S,LWM12 040 0724S,LWM120400724S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.285,0.285,7.24,0.724,0.05,0.05,1.27,0.127,69.718,69.718,12.21,122.1,1.245,12.45,1245.02,12450.2,17.429,17.429,3.0524,30.524,0.31125,3.1125,311.247,3112.47,0.066,0.066,1.68,0.168,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,15.268,15.268,67.92,6.926,6925.56,Plain (End Turn is Wavy),Factory Option,5,5,Reference,Reference,5,5,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.001409,8.992,8.992,40,4.079,4078.77,0.156,0.156,3.96,0.396
LWM12 040 0869S,LWM12 040 0869S,LWM120400869S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.342,0.342,8.69,0.869,0.06,0.06,1.52,0.152,58.013,58.013,10.16,101.6,1.036,10.36,1036,10360,14.503,14.503,2.54,25.4,0.25899,2.5899,258.995,2589.95,0.077,0.077,1.96,0.196,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,15.373,15.373,68.38,6.973,6973.19,Plain (End Turn is Wavy),Factory Option,6,6,Reference,Reference,6,6,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.00169,8.992,8.992,40,4.079,4078.77,0.187,0.187,4.75,0.475
LWM12 040 1013S,LWM12 040 1013S,LWM120401013S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.399,0.399,10.13,1.013,0.06,0.06,1.52,0.152,49.676,49.676,8.7,87,0.8871,8.871,887.11,8871.1,12.419,12.419,2.175,21.75,0.22178,2.2178,221.779,2217.79,0.088,0.088,2.24,0.224,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,15.449,15.449,68.72,7.008,7007.67,Plain (End Turn is Wavy),Factory Option,7,7,Reference,Reference,7,7,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.001972,8.992,8.992,40,4.079,4078.77,0.218,0.218,5.54,0.554
LWM12 040 1158S,LWM12 040 1158S,LWM120401158S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.456,0.456,11.58,1.158,0.08,0.08,2.03,0.203,43.452,43.452,7.61,76.1,0.776,7.76,775.97,7759.7,10.863,10.863,1.9025,19.025,0.19399,1.9399,193.991,1939.91,0.099,0.099,2.52,0.252,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,15.512,15.512,69,7.036,7036.24,Plain (End Turn is Wavy),Factory Option,8,8,Reference,Reference,8,8,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.002254,8.992,8.992,40,4.079,4078.77,0.249,0.249,6.32,0.632
LWM12 040 1303S,LWM12 040 1303S,LWM120401303S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.513,0.513,13.03,1.303,0.09,0.09,2.29,0.229,38.599,38.599,6.76,67.6,0.6893,6.893,689.3,6893,9.65,9.65,1.69,16.9,0.17233,1.7233,172.33,1723.3,0.11,0.11,2.79,0.279,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,15.555,15.555,69.19,7.056,7055.75,Plain (End Turn is Wavy),Factory Option,9,9,Reference,Reference,9,9,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.002536,8.992,8.992,40,4.079,4078.77,0.28,0.28,7.11,0.711
LWM12 040 1448S,LWM12 040 1448S,LWM120401448S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.57,0.57,14.48,1.448,0.09,0.09,2.29,0.229,34.83,34.83,6.1,61,0.622,6.22,621.99,6219.9,8.708,8.708,1.5251,15.251,0.15551,1.5551,155.507,1555.07,0.121,0.121,3.07,0.307,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,15.639,15.639,69.57,7.094,7093.85,Plain (End Turn is Wavy),Factory Option,10,10,Reference,Reference,10,10,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.002817,8.992,8.992,40,4.079,4078.77,0.312,0.312,7.92,0.792
LWM12 040 1593S,LWM12 040 1593S,LWM120401593S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.442,0.442,11.23,1.123,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.627,0.627,15.93,1.593,0.09,0.09,2.29,0.229,31.69,31.69,5.55,55.5,0.5659,5.659,565.92,5659.2,7.922,7.922,1.3874,13.874,0.14147,1.4147,141.471,1414.71,0.132,0.132,3.35,0.335,0.011,0.011,0.28,0.028,Stainless Steel Type 17-7 PH,17-7 PH,15.687,15.687,69.78,7.116,7115.62,Plain (End Turn is Wavy),Factory Option,11,11,Reference,Reference,11,11,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.35,0.35,10.67,1.067,Reference,Reference,Reference,Reference,,0.003099,8.992,8.992,40,4.079,4078.77,0.343,0.343,8.71,0.871
LWM12 060 0434S,LWM12 060 0434S,LWM120600434S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.171,0.171,4.34,0.434,0.03,0.03,0.76,0.076,145.031,145.031,25.4,254,2.59,25.9,2589.96,25899.6,36.258,36.258,6.35,63.5,0.6475,6.475,647.495,6474.95,0.048,0.048,1.22,0.122,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,17.839,17.839,79.35,8.092,8091.77,Plain (End Turn is Wavy),Factory Option,3,3,Reference,Reference,3,3,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.351,0.351,10.58,1.058,Reference,Reference,Reference,Reference,,0.000881,13.489,13.489,60,6.119,6118.61,0.078,0.078,1.98,0.198
LWM12 060 0579S,LWM12 060 0579S,LWM120600579S,Compression Spring,41,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.44,0.44,11.18,1.118,Reference,Reference,Reference,Reference,0.472,0.472,12,1.2,0.335,0.335,8.5,0.85,MIN,MIN,MIN,MIN,0.228,0.228,5.79,0.579,0.04,0.04,1.02,0.102,108.774,108.774,19.05,190.5,1.9425,19.425,1942.49,19424.9,27.193,27.193,4.7624,47.624,0.48561,4.8561,485.613,4856.13,0.06,0.06,1.52,0.152,0.012,0.012,0.3,0.03,Stainless Steel Type 17-7 PH,17-7 PH,18.274,18.274,81.29,8.289,8289.09,Plain (End Turn is Wavy),Factory Option,4,4,Reference,Reference,4,4,Passivate per ASTM A967,REDUX™ Wave Series (metric),AMS 5529,0.351,0.351,10.58,1.058,Reference,Reference,Reference,Reference,,0.001175,13.489,13.489,60,6.119,6118.61,0.104,0.104,2.64,0.264
