title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_material,field_material_short_description,field_finish,field_spring_type,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_thickness_build_spec_in,field_thickness_in,field_thickness_mm,field_thickness_cm,field_thickness_tol_build_spe_in,field_thickness_tolerance_in,field_thickness_tolerance_mm,field_thickness_tolerance_cm,field_cal_load_flat_bld_spc_in,field_calculated_load_at_flat_lb,field_calculated_load_at_flat_n,field_calculated_load_at_flat_kg,field_calculated_load_at_flat_gm,field_free_height_build_spec_in,field_free_height_in,field_free_height_mm,field_free_height_cm,field_free_height_tol_bld_in,field_free_height_tolerance_in,field_free_height_tolerance_mm,field_free_height_tolerance_cm,field_bolt_size_imperial,field_bolt_size_metric,field_weight_per_item_lb
625-040-1250,625-040-1250,6250401250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.04,0.04,1.02,0.102,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,309.45,309.5,1376.5,140.4,140366.5,0.082,0.082,2.08,0.208,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,5/8,M15,0.010971
625-050-1125,625-050-1125,6250501125,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.125,1.125,28.58,2.858,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.05,0.05,1.27,0.127,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,343.209,343.2,1526.7,155.7,155679.6,0.068,0.068,1.73,0.173,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/8,M15,0.01024
625-050-1375,625-050-1375,6250501375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.05,0.05,1.27,0.127,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,511.534,511.5,2275.4,232,232031.8,0.095,0.095,2.41,0.241,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,5/8,M15,0.017554
625-057-1875,625-057-1875,6250571875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.875,1.875,47.63,4.763,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.057,0.057,1.45,0.145,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,489.974,490,2179.5,222.3,222252.2,0.115,0.115,2.92,0.292,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,5/8,M15,0.04169
625-062-1250,625-062-1250,6250621250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,823.11,823.1,3661.4,373.4,373362.7,0.092,0.092,2.34,0.234,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,5/8,M15,0.017005
625-062-1375,625-062-1375,6250621375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1040.323,1040.3,4627.6,471.9,471890.5,0.11,0.11,2.79,0.279,+/-0.010,+/-0.010,+/-0.254,+/-0.0254,5/8,M15,0.021767
625-062-1625,625-062-1625,6250621625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.625,1.625,41.28,4.128,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.062,0.062,1.57,0.157,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,325.035,325,1445.8,147.4,147435.9,0.084,0.084,2.13,0.213,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,5/8,M15,0.03265
625-078-1375,625-078-1375,6250781375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.078,0.078,1.98,0.198,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,949.42,949.4,4223.2,430.7,430656.9,0.1,0.1,2.54,0.254,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,5/8,M15,0.027384
625-086-1875,625-086-1875,6250861875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.875,1.875,47.63,4.763,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.086,0.086,2.18,0.218,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1247.6,1247.6,5549.6,565.9,565911.4,0.129,0.129,3.28,0.328,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,5/8,M15,0.062901
625-089-1250,625-089-1250,6250891250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.089,0.089,2.26,0.226,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1785.5,1785.5,7942.3,809.9,809902.8,0.111,0.111,2.82,0.282,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,5/8,M15,0.024411
625-112-1500,625-112-1500,6251121500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.112,0.112,2.84,0.284,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,3752.1,3752.1,16690.2,1702,1701952.6,0.148,0.148,3.76,0.376,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,5/8,M15,0.048741
625-127-1875,625-127-1875,6251271875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.875,1.875,47.63,4.763,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.127,0.127,3.23,0.323,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,2896.6,2896.6,12884.7,1313.9,1313897.8,0.158,0.158,4.01,0.401,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,5/8,M15,0.092888
625-140-1625,625-140-1625,6251401625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.625,1.625,41.28,4.128,Maximum,Maximum,Maximum,Maximum,0.625,0.625,15.88,1.588,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.625,0.625,15.88,1.588,Minimum,Minimum,Minimum,Minimum,0.14,0.14,3.56,0.356,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,4762.9,4762.9,21186.4,2160.5,2160451.4,0.168,0.168,4.27,0.427,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,5/8,M15,0.073725
656-085-1625,656-085-1625,6560851625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.625,1.625,41.28,4.128,Maximum,Maximum,Maximum,Maximum,0.656,0.656,16.66,1.666,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.656,0.656,16.66,1.666,Minimum,Minimum,Minimum,Minimum,0.085,0.085,2.16,0.216,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,769.8,769.8,3424.2,349.2,349181.3,0.105,0.105,2.67,0.267,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,21/32,M16,0.043972
656-098-1312,656-098-1312,6560981312,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.312,1.312,33.32,3.332,Maximum,Maximum,Maximum,Maximum,0.656,0.656,16.66,1.666,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.656,0.656,16.66,1.666,Minimum,Minimum,Minimum,Minimum,0.098,0.098,2.49,0.249,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2753.9,2753.9,12250,1249.2,1249169,0.126,0.126,3.2,0.32,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,21/32,M16,0.029612
656-140-1750,656-140-1750,6561401750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.75,1.75,44.45,4.445,Maximum,Maximum,Maximum,Maximum,0.656,0.656,16.66,1.666,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.656,0.656,16.66,1.666,Minimum,Minimum,Minimum,Minimum,0.14,0.14,3.56,0.356,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,6275.9,6275.9,27916.6,2846.7,2846748.2,0.183,0.183,4.65,0.465,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,21/32,M16,0.086248
656-150-2000,656-150-2000,6561502000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2,2,50.8,5.08,Maximum,Maximum,Maximum,Maximum,0.656,0.656,16.66,1.666,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.656,0.656,16.66,1.666,Minimum,Minimum,Minimum,Minimum,0.15,0.15,3.81,0.381,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,7567.2,7567.2,33660.6,3432.5,3432481.9,0.206,0.206,5.23,0.523,+/-0.015,+/-0.015,+/-0.381,+/-0.0381,21/32,M16,0.125321
692-044-1375,692-044-1375,6920441375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.044,0.044,1.12,0.112,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,357.9,357.9,1592,162.3,162343.4,0.088,0.088,2.24,0.224,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,11/16,M17,0.014539
692-067-1375,692-067-1375,6920671375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.067,0.067,1.7,0.17,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,976.5,976.5,4343.7,442.9,442940.4,0.101,0.101,2.57,0.257,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,11/16,M17,0.022138
692-125-2000,692-125-2000,6921252000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2,2,50.8,5.08,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.125,0.125,3.18,0.318,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,2829.8,2829.8,12587.6,1283.6,1283597.3,0.161,0.161,4.09,0.409,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,11/16,M17,0.103015
692-140-1375,692-140-1375,6921401375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.375,1.375,34.93,3.493,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.14,0.14,3.56,0.356,+/-0.004,+/-0.004,+/-0.102,+/-0.0102,13101.7,13101.7,58279.3,5942.9,5942931.1,0.19,0.19,4.83,0.483,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,11/16,M17,0.046259
692-156-1250,692-156-1250,6921561250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.25,1.25,31.75,3.175,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.156,0.156,3.96,0.396,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7951.8,7951.8,35371.4,3606.9,3606936.5,0.173,0.173,4.39,0.439,+/-0.012,+/-0.012,+/-0.305,+/-0.0305,11/16,M17,0.039565
692-187-2375,692-187-2375,6921872375,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2.375,2.375,60.33,6.033,Maximum,Maximum,Maximum,Maximum,0.688,0.688,17.48,1.748,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.692,0.692,17.58,1.758,Minimum,Minimum,Minimum,Minimum,0.187,0.187,4.75,0.475,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,7388.1,7388.1,32863.9,3351.2,3351242.2,0.227,0.227,5.77,0.577,+/-0.015,+/-0.015,+/-0.381,+/-0.0381,11/16,M17,0.225915
750-040-1500,750-040-1500,7500401500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.04,0.04,1.02,0.102,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,143.264,143.3,637.3,65,64984.6,0.068,0.068,1.73,0.173,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,3/4,M18,0.015798
750-045-1500,750-045-1500,7500451500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.045,0.045,1.14,0.114,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,349.686,349.7,1555.5,158.6,158617.6,0.093,0.093,2.36,0.236,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,3/4,M18,0.017773
750-060-1500,750-060-1500,7500601500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.06,0.06,1.52,0.152,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,811.6,811.6,3610.2,368.1,368141.8,0.107,0.107,2.72,0.272,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/4,M18,0.023697
750-068-2250,750-068-2250,7500682250,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,2.25,2.25,57.15,5.715,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.068,0.068,1.73,0.173,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,687.3,687.3,3057.3,311.8,311759.3,0.137,0.137,3.48,0.348,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/4,M18,0.071619
750-072-1500,750-072-1500,7500721500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.5,1.5,38.1,3.81,Maximum,Maximum,Maximum,Maximum,0.75,0.75,19.05,1.905,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.75,0.75,19.05,1.905,Minimum,Minimum,Minimum,Minimum,0.072,0.072,1.83,0.183,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1104.1,1104.1,4911.3,500.8,500819.8,0.109,0.109,2.77,0.277,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,3/4,M18,0.028437
