title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
EIM030C 06 M,EIM030C 06 M,EIM030C06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.118,0.118,3,0.3,0.005,0.005,0.13,0.013,0.886,0.886,22.5,2.25,0.02,0.02,0.51,0.051,0.474,0.474,0.083,0.83,0.0085,0.085,8.5,85,0.047,0.047,0.0082,0.082,0.00084,0.0084,0.84,8.4,0.094,0.094,2.39,0.239,REF,Reference,Reference,Reference,55.152,55.2,0.012,0.012,0.3,0.03,Crossover Loops,0.075,0.075,0.334,0.034,34,0.015,0.015,0.0667,0.0068,6.8,0.84,0.84,3.737,0.381,381,2.502,2.502,63.55,6.355,0.674,0.674,17.12,1.712,Factory Option,Pre-coated with Tin,0.00064,0.094,0.094,2.39,0.239,Random,0.012,0.012,0.3,0.03
EIM030C 06 S,EIM030C 06 S,EIM030C06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.118,0.118,3,0.3,0.005,0.005,0.13,0.013,0.886,0.886,22.5,2.25,0.02,0.02,0.51,0.051,0.395,0.395,0.069,0.69,0.0071,0.071,7.1,71,0.039,0.039,0.0068,0.068,0.0007,0.007,0.7,7,0.094,0.094,2.39,0.239,REF,Reference,Reference,Reference,55.152,55.2,0.012,0.012,0.3,0.03,Crossover Loops,0.062,0.062,0.276,0.0281,28.1,0.012,0.012,0.0534,0.00544,5.44,0.706,0.706,3.14,0.3202,320.2,2.516,2.516,63.91,6.391,0.674,0.674,17.12,1.712,Factory Option,Passivate per ASTM A967,0.00064,0.094,0.094,2.39,0.239,Random,0.012,0.012,0.3,0.03
EIM030C 07 M,EIM030C 07 M,EIM030C07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.118,0.118,3,0.3,0.005,0.005,0.13,0.013,0.984,0.984,24.99,2.499,0.02,0.02,0.51,0.051,0.412,0.412,0.072,0.72,0.0074,0.074,7.4,74,0.041,0.041,0.0072,0.072,0.00073,0.0073,0.73,7.3,0.094,0.094,2.39,0.239,REF,Reference,Reference,Reference,63.354,63.4,0.012,0.012,0.3,0.03,Crossover Loops,0.075,0.075,0.334,0.034,34,0.015,0.015,0.0667,0.0068,6.8,0.84,0.84,3.737,0.381,381,2.841,2.841,72.16,7.216,0.772,0.772,19.61,1.961,Factory Option,Pre-coated with Tin,0.00073,0.094,0.094,2.39,0.239,Random,0.012,0.012,0.3,0.03
EIM030C 07 S,EIM030C 07 S,EIM030C07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.118,0.118,3,0.3,0.005,0.005,0.13,0.013,0.984,0.984,24.99,2.499,0.02,0.02,0.51,0.051,0.344,0.344,0.06,0.6,0.0061,0.061,6.1,61,0.034,0.034,0.006,0.06,0.00061,0.0061,0.61,6.1,0.094,0.094,2.39,0.239,REF,Reference,Reference,Reference,63.354,63.4,0.012,0.012,0.3,0.03,Crossover Loops,0.062,0.062,0.276,0.0281,28.1,0.012,0.012,0.0534,0.00544,5.44,0.706,0.706,3.14,0.3202,320.2,2.857,2.857,72.57,7.257,0.772,0.772,19.61,1.961,Factory Option,Passivate per ASTM A967,0.00073,0.094,0.094,2.39,0.239,Random,0.012,0.012,0.3,0.03
EIM030D 01 M,EIM030D 01 M,EIM030D01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.394,0.394,10.01,1.001,0.02,0.02,0.51,0.051,1.06,1.06,0.186,1.86,0.0189,0.189,18.9,189,0.106,0.106,0.0186,0.186,0.00189,0.0189,1.89,18.9,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,9.63,9.6,0.012,0.012,0.3,0.03,Crossover Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,0.921,0.921,23.39,2.339,0.128,0.128,3.25,0.325,Factory Option,Pre-coated with Tin,0.00018,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 01 S,EIM030D 01 S,EIM030D01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.394,0.394,10.01,1.001,0.02,0.02,0.51,0.051,0.883,0.883,0.155,1.55,0.0158,0.158,15.8,158,0.0883,0.0883,0.0155,0.155,0.00158,0.0158,1.58,15.8,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,9.63,9.6,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,0.921,0.921,23.39,2.339,0.128,0.128,3.25,0.325,Factory Option,Passivate per ASTM A967,0.00018,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 02 M,EIM030D 02 M,EIM030D02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.492,0.492,12.5,1.25,0.02,0.02,0.51,0.051,0.644,0.644,0.113,1.13,0.0115,0.115,11.5,115,0.064,0.064,0.0112,0.112,0.00114,0.0114,1.14,11.4,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,15.844,15.8,0.012,0.012,0.3,0.03,Standard Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,1.361,1.361,34.57,3.457,0.202,0.202,5.13,0.513,Factory Option,Pre-coated with Tin,0.00027,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 02 S,EIM030D 02 S,EIM030D02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.492,0.492,12.5,1.25,0.02,0.02,0.51,0.051,0.537,0.537,0.094,0.94,0.0096,0.096,9.6,96,0.053,0.053,0.0093,0.093,0.00095,0.0095,0.95,9.5,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,15.844,15.8,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,1.368,1.368,34.75,3.475,0.202,0.202,5.13,0.513,Factory Option,Passivate per ASTM A967,0.00027,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 03 M,EIM030D 03 M,EIM030D03M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.591,0.591,15.01,1.501,0.02,0.02,0.51,0.051,0.424,0.424,0.074,0.74,0.0076,0.076,7.6,76,0.042,0.042,0.0074,0.074,0.00075,0.0075,0.75,7.5,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,24.046,24,0.012,0.012,0.3,0.03,Crossover Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,1.909,1.909,48.49,4.849,0.301,0.301,7.65,0.765,Factory Option,Pre-coated with Tin,0.0004,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 03 S,EIM030D 03 S,EIM030D03S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.591,0.591,15.01,1.501,0.02,0.02,0.51,0.051,0.354,0.354,0.062,0.62,0.0063,0.063,6.3,63,0.035,0.035,0.0061,0.061,0.00063,0.0063,0.63,6.3,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,24.046,24,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,1.92,1.92,48.77,4.877,0.301,0.301,7.65,0.765,Factory Option,Passivate per ASTM A967,0.0004,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 04 M,EIM030D 04 M,EIM030D04M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.689,0.689,17.5,1.75,0.02,0.02,0.51,0.051,0.316,0.316,0.055,0.55,0.0056,0.056,5.6,56,0.031,0.031,0.0054,0.054,0.00055,0.0055,0.55,5.5,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,32.248,32.2,0.012,0.012,0.3,0.03,Crossover Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,2.457,2.457,62.41,6.241,0.399,0.399,10.13,1.013,Factory Option,Pre-coated with Tin,0.00053,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 04 S,EIM030D 04 S,EIM030D04S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.689,0.689,17.5,1.75,0.02,0.02,0.51,0.051,0.264,0.264,0.046,0.46,0.0047,0.047,4.7,47,0.026,0.026,0.0046,0.046,0.00046,0.0046,0.46,4.6,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,32.248,32.2,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,2.472,2.472,62.79,6.279,0.399,0.399,10.13,1.013,Factory Option,Passivate per ASTM A967,0.00053,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 05 M,EIM030D 05 M,EIM030D05M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.787,0.787,19.99,1.999,0.02,0.02,0.51,0.051,0.252,0.252,0.044,0.44,0.0045,0.045,4.5,45,0.025,0.025,0.0044,0.044,0.00045,0.0045,0.45,4.5,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,40.45,40.5,0.012,0.012,0.3,0.03,Crossover Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,3.005,3.005,76.33,7.633,0.497,0.497,12.62,1.262,Factory Option,Pre-coated with Tin,0.00065,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 05 S,EIM030D 05 S,EIM030D05S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.787,0.787,19.99,1.999,0.02,0.02,0.51,0.051,0.21,0.21,0.037,0.37,0.0038,0.038,3.8,38,0.021,0.021,0.0037,0.037,0.00038,0.0038,0.38,3.8,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,40.45,40.5,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,3.024,3.024,76.81,7.681,0.497,0.497,12.62,1.262,Factory Option,Passivate per ASTM A967,0.00065,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 06 M,EIM030D 06 M,EIM030D06M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.886,0.886,22.5,2.25,0.02,0.02,0.51,0.051,0.21,0.21,0.037,0.37,0.0038,0.038,3.8,38,0.02,0.02,0.0035,0.035,0.00036,0.0036,0.36,3.6,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,48.652,48.7,0.012,0.012,0.3,0.03,Crossover Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,3.553,3.553,90.25,9.025,0.596,0.596,15.14,1.514,Factory Option,Pre-coated with Tin,0.00078,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 06 S,EIM030D 06 S,EIM030D06S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.886,0.886,22.5,2.25,0.02,0.02,0.51,0.051,0.175,0.175,0.031,0.31,0.0031,0.031,3.1,31,0.017,0.017,0.003,0.03,0.0003,0.003,0.3,3,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,48.652,48.7,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,3.576,3.576,90.83,9.083,0.596,0.596,15.14,1.514,Factory Option,Passivate per ASTM A967,0.00078,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 07 M,EIM030D 07 M,EIM030D07M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.984,0.984,24.99,2.499,0.02,0.02,0.51,0.051,0.179,0.179,0.031,0.31,0.0032,0.032,3.2,32,0.017,0.017,0.003,0.03,0.0003,0.003,0.3,3,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,56.854,56.9,0.012,0.012,0.3,0.03,Crossover Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,4.101,4.101,104.17,10.417,0.694,0.694,17.63,1.763,Factory Option,Pre-coated with Tin,0.0009,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 07 S,EIM030D 07 S,EIM030D07S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,0.984,0.984,24.99,2.499,0.02,0.02,0.51,0.051,0.15,0.15,0.026,0.26,0.0027,0.027,2.7,27,0.014,0.014,0.0025,0.025,0.00025,0.0025,0.25,2.5,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,56.854,56.9,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,4.128,4.128,104.85,10.485,0.694,0.694,17.63,1.763,Factory Option,Passivate per ASTM A967,0.0009,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 08 M,EIM030D 08 M,EIM030D08M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,1.083,1.083,27.51,2.751,0.022,0.022,0.56,0.056,0.157,0.157,0.027,0.27,0.0028,0.028,2.8,28,0.015,0.015,0.0026,0.026,0.00027,0.0027,0.27,2.7,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,65.056,65.1,0.012,0.012,0.3,0.03,Crossover Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,4.649,4.649,118.08,11.808,0.793,0.793,20.14,2.014,Factory Option,Pre-coated with Tin,0.00103,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 08 S,EIM030D 08 S,EIM030D08S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,1.083,1.083,27.51,2.751,0.022,0.022,0.56,0.056,0.131,0.131,0.023,0.23,0.0023,0.023,2.3,23,0.013,0.013,0.0023,0.023,0.00023,0.0023,0.23,2.3,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,65.056,65.1,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,4.68,4.68,118.87,11.887,0.793,0.793,20.14,2.014,Factory Option,Passivate per ASTM A967,0.00103,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 09 M,EIM030D 09 M,EIM030D09M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Music Wire,MW,ASTM A228,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,1.181,1.181,30,3,0.024,0.024,0.61,0.061,0.139,0.139,0.024,0.24,0.0025,0.025,2.5,25,0.013,0.013,0.0023,0.023,0.00023,0.0023,0.23,2.3,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,73.259,73.3,0.012,0.012,0.3,0.03,Crossover Loops,0.055,0.055,0.245,0.0249,24.9,0.011,0.011,0.0489,0.00499,4.99,0.614,0.614,2.731,0.2785,278.5,5.197,5.197,132,13.2,0.891,0.891,22.63,2.263,Factory Option,Pre-coated with Tin,0.00116,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
EIM030D 09 S,EIM030D 09 S,EIM030D09S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Instrument Extension Series (metric),NR,Stainless Steel,SS,ASTM A313,0.157,0.157,3.99,0.399,0.005,0.005,0.13,0.013,1.181,1.181,30,3,0.024,0.024,0.61,0.061,0.116,0.116,0.02,0.2,0.0021,0.021,2.1,21,0.011,0.011,0.0019,0.019,0.0002,0.002,0.2,2,0.133,0.133,3.38,0.338,REF,Reference,Reference,Reference,73.259,73.3,0.012,0.012,0.3,0.03,Crossover Loops,0.046,0.046,0.205,0.0209,20.9,0.009,0.009,0.04,0.00408,4.08,0.511,0.511,2.273,0.2318,231.8,5.232,5.232,132.89,13.289,0.891,0.891,22.63,2.263,Factory Option,Passivate per ASTM A967,0.00116,0.133,0.133,3.38,0.338,Random,0.012,0.012,0.3,0.03
LE 014A 01 M,LE 014A 01 M,LE014A01M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,2,2,0.35,3.5,0.0357,0.357,35.7,357,0.2,0.2,0.035,0.35,0.00357,0.0357,3.57,35.7,0.097,0.097,2.46,0.246,REF,Reference,Reference,Reference,21.067,21.1,0.014,0.014,0.36,0.036,Standard Loops,0.12,0.12,0.534,0.0544,54.4,0.024,0.024,0.1068,0.01089,10.89,1.1,1.1,4.893,0.499,499,0.99,0.99,25.15,2.515,0.306,0.306,7.77,0.777,Factory Option,Zinc Plate and Bake per ASTM B633,0.00037,0.097,0.097,2.46,0.246,Random,0.014,0.014,0.36,0.036
LE 014A 01 S,LE 014A 01 S,LE014A01S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.67,1.67,0.292,2.92,0.0298,0.298,29.8,298,0.167,0.167,0.0292,0.292,0.00298,0.0298,2.98,29.8,0.097,0.097,2.46,0.246,REF,Reference,Reference,Reference,21.025,21,0.014,0.014,0.36,0.036,Standard Loops,0.0999,0.0999,0.444,0.0453,45.3,0.01998,0.01998,0.0889,0.00906,9.06,0.9163,0.9163,4.076,0.4156,415.6,0.99,0.99,25.15,2.515,0.306,0.306,7.77,0.777,Factory Option,Passivate per ASTM A967,0.00038,0.097,0.097,2.46,0.246,Random,0.014,0.014,0.36,0.036
LE 014A 01 S316,LE 014A 01 S316,LE014A01S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,1.67,1.67,0.292,2.92,0.0298,0.298,29.8,298,0.167,0.167,0.0292,0.292,0.00298,0.0298,2.98,29.8,0.097,0.097,2.46,0.246,REF,Reference,Reference,Reference,21.025,21,0.014,0.014,0.36,0.036,Standard Loops,0.0999,0.0999,0.444,0.0453,45.3,0.01998,0.01998,0.0889,0.00906,9.06,0.687,0.687,3.056,0.3116,311.6,0.851,0.851,21.62,2.162,0.306,0.306,7.77,0.777,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00038,0.097,0.097,2.46,0.246,Random,0.014,0.014,0.36,0.036
LE 014A 02 M,LE 014A 02 M,LE014A02M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.563,0.563,14.3,1.43,0.03,0.03,0.76,0.076,1.65,1.65,0.289,2.89,0.0295,0.295,29.5,295,0.165,0.165,0.0289,0.289,0.00295,0.0295,2.95,29.5,0.097,0.097,2.46,0.246,REF,Reference,Reference,Reference,25.5358,25.5,0.014,0.014,0.36,0.036,Standard Loops,0.12,0.12,0.534,0.0544,54.4,0.024,0.024,0.1068,0.01089,10.89,1.1,1.1,4.893,0.499,499,1.153,1.153,29.29,2.929,0.369,0.369,9.37,0.937,Factory Option,Zinc Plate and Bake per ASTM B633,0.00044,0.097,0.097,2.46,0.246,Random,0.014,0.014,0.36,0.036
LE 014A 02 S,LE 014A 02 S,LE014A02S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.563,0.563,14.3,1.43,0.03,0.03,0.76,0.076,1.37,1.37,0.24,2.4,0.0245,0.245,24.5,245,0.137,0.137,0.024,0.24,0.00245,0.0245,2.45,24.5,0.097,0.097,2.46,0.246,REF,Reference,Reference,Reference,25.629,25.6,0.014,0.014,0.36,0.036,Standard Loops,0.0999,0.0999,0.444,0.0453,45.3,0.01998,0.01998,0.0889,0.00906,9.06,0.9163,0.9163,4.076,0.4156,415.6,1.153,1.153,29.29,2.929,0.369,0.369,9.37,0.937,Factory Option,Passivate per ASTM A967,0.00045,0.097,0.097,2.46,0.246,Random,0.014,0.014,0.36,0.036
LE 014A 02 S316,LE 014A 02 S316,LE014A02S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.125,0.125,3.18,0.318,0.005,0.005,0.13,0.013,0.563,0.563,14.3,1.43,0.03,0.03,0.76,0.076,1.37,1.37,0.24,2.4,0.0245,0.245,24.5,245,0.137,0.137,0.024,0.24,0.00245,0.0245,2.45,24.5,0.097,0.097,2.46,0.246,REF,Reference,Reference,Reference,25.629,25.6,0.014,0.014,0.36,0.036,Standard Loops,0.0999,0.0999,0.444,0.0453,45.3,0.01998,0.01998,0.0889,0.00906,9.06,0.687,0.687,3.056,0.3116,311.6,0.991,0.991,25.17,2.517,0.369,0.369,9.37,0.937,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00045,0.097,0.097,2.46,0.246,Random,0.014,0.014,0.36,0.036
