title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LP 072X 02 S316,LP 072X 02 S316,LP072X02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.58,1.58,40.13,4.013,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.625,1.625,41.28,4.128,1.375,1.375,34.93,3.493,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.048,0.048,1.22,0.122,3.302,3.302,0.578,5.78,0.059,0.59,58.97,589.7,0.33,0.33,0.0578,0.578,0.00589,0.0589,5.893,58.93,0.43,0.43,10.92,1.092,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,5.185,5.185,23.06,2.352,2351.92,Squared,Factory Option,2.967,2.967,Reference,Reference,4.967,4.967,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.436,1.436,36.47,3.647,Reference,Reference,Reference,Reference,,0.029319
LP 072X 03 S316,LP 072X 03 S316,LP072X03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.58,1.58,40.13,4.013,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.625,1.625,41.28,4.128,1.375,1.375,34.93,3.493,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.054,0.054,1.37,0.137,2.896,2.896,0.507,5.07,0.0517,0.517,51.72,517.2,0.29,0.29,0.0508,0.508,0.00518,0.0518,5.179,51.79,0.46,0.46,11.68,1.168,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,5.185,5.185,23.06,2.352,2351.92,Squared,Factory Option,3.383,3.383,Reference,Reference,5.383,5.383,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.436,1.436,36.47,3.647,Reference,Reference,Reference,Reference,,0.031773
LP 072X 04 S316,LP 072X 04 S316,LP072X04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.58,1.58,40.13,4.013,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.625,1.625,41.28,4.128,1.375,1.375,34.93,3.493,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.06,0.06,1.52,0.152,2.579,2.579,0.452,4.52,0.0461,0.461,46.06,460.6,0.258,0.258,0.0452,0.452,0.00461,0.0461,4.607,46.07,0.489,0.489,12.42,1.242,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,5.185,5.185,23.06,2.352,2351.92,Squared,Factory Option,3.798,3.798,Reference,Reference,5.798,5.798,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.436,1.436,36.47,3.647,Reference,Reference,Reference,Reference,,0.034227
LP 072X 05 S316,LP 072X 05 S316,LP072X05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.58,1.58,40.13,4.013,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.625,1.625,41.28,4.128,1.375,1.375,34.93,3.493,MIN,MIN,MIN,MIN,2.75,2.75,69.85,6.985,0.066,0.066,1.68,0.168,2.324,2.324,0.407,4.07,0.0415,0.415,41.5,415,0.232,0.232,0.0406,0.406,0.00414,0.0414,4.143,41.43,0.519,0.519,13.18,1.318,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,5.185,5.185,23.06,2.352,2351.92,Squared,Factory Option,4.214,4.214,Reference,Reference,6.214,6.214,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.436,1.436,36.47,3.647,Reference,Reference,Reference,Reference,,0.036681
LP 072X 06 S316,LP 072X 06 S316,LP072X06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.58,1.58,40.13,4.013,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.625,1.625,41.28,4.128,1.375,1.375,34.93,3.493,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.072,0.072,1.83,0.183,2.116,2.116,0.371,3.71,0.0378,0.378,37.79,377.9,0.212,0.212,0.0371,0.371,0.00379,0.0379,3.786,37.86,0.549,0.549,13.95,1.395,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,5.185,5.185,23.06,2.352,2351.92,Squared,Factory Option,4.63,4.63,Reference,Reference,6.63,6.63,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.436,1.436,36.47,3.647,Reference,Reference,Reference,Reference,,0.039135
LP 072ZA 01S316,LP 072ZA 01S316,LP072ZA01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.687,1.687,42.85,4.285,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.75,1.75,44.45,4.445,1.468,1.468,37.29,3.729,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.04,0.04,1.02,0.102,2.79,2.79,0.489,4.89,0.0498,0.498,49.82,498.2,0.279,0.279,0.0489,0.489,0.00498,0.0498,4.982,49.82,0.422,0.422,10.72,1.072,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,3.012,3.012,13.4,1.366,1366.24,Squared,Factory Option,2.859,2.859,Reference,Reference,4.86,4.86,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.543,1.543,39.19,3.919,Reference,Reference,Reference,Reference,,0.030143
LP 072ZA 02S316,LP 072ZA 02S316,LP072ZA02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.687,1.687,42.85,4.285,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.75,1.75,44.45,4.445,1.468,1.468,37.29,3.729,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.045,0.045,1.14,0.114,2.01,2.01,0.352,3.52,0.0359,0.359,35.89,358.9,0.201,0.201,0.0352,0.352,0.00359,0.0359,3.589,35.89,0.502,0.502,12.75,1.275,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,3.012,3.012,13.4,1.366,1366.24,Squared,Factory Option,3.973,3.973,Reference,Reference,5.97,5.97,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.543,1.543,39.19,3.919,Reference,Reference,Reference,Reference,,0.037053
LP 072ZA 03S316,LP 072ZA 03S316,LP072ZA03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.687,1.687,42.85,4.285,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.75,1.75,44.45,4.445,1.468,1.468,37.29,3.729,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.06,0.06,1.52,0.152,1.57,1.57,0.275,2.75,0.028,0.28,28.04,280.4,0.157,0.157,0.0275,0.275,0.0028,0.028,2.804,28.04,0.582,0.582,14.78,1.478,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,3.012,3.012,13.4,1.366,1366.24,Squared,Factory Option,5.087,5.087,Reference,Reference,7.09,7.09,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.543,1.543,39.19,3.919,Reference,Reference,Reference,Reference,,0.043961
LP 072ZA 04S316,LP 072ZA 04S316,LP072ZA04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.687,1.687,42.85,4.285,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.75,1.75,44.45,4.445,1.468,1.468,37.29,3.729,MIN,MIN,MIN,MIN,3,3,76.2,7.62,0.075,0.075,1.91,0.191,1.29,1.29,0.226,2.26,0.023,0.23,23.04,230.4,0.129,0.129,0.0226,0.226,0.0023,0.023,2.304,23.04,0.662,0.662,16.82,1.682,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,3.012,3.012,13.4,1.366,1366.24,Squared,Factory Option,6.2,6.2,Reference,Reference,8.2,8.2,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.543,1.543,39.19,3.919,Reference,Reference,Reference,Reference,,0.050869
LP 072ZA 05S316,LP 072ZA 05S316,LP072ZA05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.687,1.687,42.85,4.285,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.75,1.75,44.45,4.445,1.468,1.468,37.29,3.729,MIN,MIN,MIN,MIN,3.5,3.5,88.9,8.89,0.09,0.09,2.29,0.229,1.09,1.09,0.191,1.91,0.0195,0.195,19.47,194.7,0.109,0.109,0.0191,0.191,0.00195,0.0195,1.947,19.47,0.743,0.743,18.87,1.887,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,3.012,3.012,13.4,1.366,1366.24,Squared,Factory Option,7.314,7.314,Reference,Reference,9.31,9.31,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.543,1.543,39.19,3.919,Reference,Reference,Reference,Reference,,0.057777
LP 072ZA 06S316,LP 072ZA 06S316,LP072ZA06S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.687,1.687,42.85,4.285,+/-0.04,+/-0.04,+/-1.02,+/-0.102,1.75,1.75,44.45,4.445,1.468,1.468,37.29,3.729,MIN,MIN,MIN,MIN,4,4,101.6,10.16,0.1,0.1,2.54,0.254,0.95,0.95,0.166,1.66,0.017,0.17,16.97,169.7,0.095,0.095,0.0166,0.166,0.0017,0.017,1.697,16.97,0.823,0.823,20.9,2.09,0.072,0.072,1.83,,Stainless Steel Type 316,SS316,3.012,3.012,13.4,1.366,1366.24,Squared,Factory Option,8.427,8.427,Reference,Reference,10.43,10.43,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.543,1.543,39.19,3.919,Reference,Reference,Reference,Reference,,0.064685
LP 080V 01 S316,LP 080V 01 S316,LP080V01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.4,1.4,35.56,3.556,+/-0.03,+/-0.03,+/-0.76,+/-0.076,1.437,1.437,36.5,3.65,1.188,1.188,30.18,3.018,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.036,0.036,0.91,0.091,7.849,7.849,1.375,13.75,0.1402,1.402,140.17,1401.7,0.785,0.785,0.1375,1.375,0.01402,0.1402,14.019,140.19,0.467,0.467,11.86,1.186,0.08,0.08,2.03,,Stainless Steel Type 316,SS316,8.109,8.109,36.07,3.678,3678.24,Squared,Factory Option,2.836,2.836,Reference,Reference,4.836,4.836,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.24,1.24,31.5,3.15,Reference,Reference,Reference,Reference,,0.030849
LP 080V 02 S316,LP 080V 02 S316,LP080V02S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.4,1.4,35.56,3.556,+/-0.03,+/-0.03,+/-0.76,+/-0.076,1.437,1.437,36.5,3.65,1.188,1.188,30.18,3.018,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.042,0.042,1.07,0.107,6.55,6.55,1.147,11.47,0.117,1.17,116.97,1169.7,0.655,0.655,0.1147,1.147,0.0117,0.117,11.697,116.97,0.512,0.512,13.01,1.301,0.08,0.08,2.03,,Stainless Steel Type 316,SS316,8.109,8.109,36.07,3.678,3678.24,Squared,Factory Option,3.399,3.399,Reference,Reference,5.399,5.399,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.24,1.24,31.5,3.15,Reference,Reference,Reference,Reference,,0.034438
LP 080V 03 S316,LP 080V 03 S316,LP080V03S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.4,1.4,35.56,3.556,+/-0.03,+/-0.03,+/-0.76,+/-0.076,1.437,1.437,36.5,3.65,1.188,1.188,30.18,3.018,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.047,0.047,1.19,0.119,5.619,5.619,0.984,9.84,0.1003,1.003,100.34,1003.4,0.562,0.562,0.0984,0.984,0.01004,0.1004,10.036,100.36,0.557,0.557,14.15,1.415,0.08,0.08,2.03,,Stainless Steel Type 316,SS316,8.109,8.109,36.07,3.678,3678.24,Squared,Factory Option,3.962,3.962,Reference,Reference,5.962,5.962,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.24,1.24,31.5,3.15,Reference,Reference,Reference,Reference,,0.038028
LP 080V 04 S316,LP 080V 04 S316,LP080V04S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.4,1.4,35.56,3.556,+/-0.03,+/-0.03,+/-0.76,+/-0.076,1.437,1.437,36.5,3.65,1.188,1.188,30.18,3.018,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.053,0.053,1.35,0.135,4.92,4.92,0.862,8.62,0.0879,0.879,87.86,878.6,0.492,0.492,0.0862,0.862,0.00879,0.0879,8.786,87.86,0.602,0.602,15.29,1.529,0.08,0.08,2.03,,Stainless Steel Type 316,SS316,8.109,8.109,36.07,3.678,3678.24,Squared,Factory Option,4.524,4.524,Reference,Reference,6.524,6.524,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.24,1.24,31.5,3.15,Reference,Reference,Reference,Reference,,0.041617
LP 080V 05 S316,LP 080V 05 S316,LP080V05S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1.4,1.4,35.56,3.556,+/-0.03,+/-0.03,+/-0.76,+/-0.076,1.437,1.437,36.5,3.65,1.188,1.188,30.18,3.018,MIN,MIN,MIN,MIN,2.5,2.5,63.5,6.35,0.059,0.059,1.5,0.15,4.376,4.376,0.766,7.66,0.0781,0.781,78.15,781.5,0.438,0.438,0.0767,0.767,0.00782,0.0782,7.822,78.22,0.647,0.647,16.43,1.643,0.08,0.08,2.03,,Stainless Steel Type 316,SS316,8.109,8.109,36.07,3.678,3678.24,Squared,Factory Option,5.087,5.087,Reference,Reference,7.087,7.087,Passivate per ASTM A967,1,Lite Pressure™ Series (inch),ASTM A313,1.24,1.24,31.5,3.15,Reference,Reference,Reference,Reference,,0.045207
