title,model,field_published_stock_code,field_product_type,field_spring_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_product_series,field_revision,field_material,field_material_short_description,field_material_specification,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_outside_dia_tole_bd_spe_in,field_outside_dia_tole_in,field_outside_dia_tole_mm,field_outside_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_total_coils_bd_spe,field_total_coils,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_end,field_initial_ten_bud_spec_lb,field_initial_tension_lb,field_initial_tension_n,field_initial_tension_kg,field_initial_tension_gm,field_initial_ten_tol_bud_spc_lb,field_initial_ten_tol_lb,field_initial_ten_tol_n,field_initial_ten_tol_kg,field_initial_ten_tol_gm,field_max_load_build_spec_lb,field_max_load_lb,field_max_load_n,field_max_load_kg,field_max_load_gm,field_max_extend_len_bd_spe_in,field_max_extended_length_in,field_max_extended_length_mm,field_max_extended_length_cm,field_body_length_build_spec_in,field_body_length_in,field_body_length_mm,field_body_length_cm,field_direction_of_wind,field_finish,field_weight_per_item_lb,field_loop_insid_dia_bd_spec_in,field_loop_inside_diameter_in,field_loop_inside_diameter_mm,field_loop_inside_diameter_cm,field_loop_position,field_loop_opening_build_spec_in,field_loop_opening_in,field_loop_opening_mm,field_loop_opening_cm
LE 026B 09 S,LE 026B 09 S,LE026B09S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,1.61,1.61,0.282,2.82,0.0288,0.288,28.8,288,0.161,0.161,0.0282,0.282,0.00288,0.0288,2.88,28.8,0.136,0.136,3.45,0.345,REF,Reference,Reference,Reference,83.4511,83.5,0.026,0.026,0.66,0.066,Standard Loops,0.4165,0.4165,1.853,0.1889,188.9,0.0833,0.0833,0.3705,0.03778,37.78,3.5819,3.5819,15.933,1.6247,1624.7,4.47,4.47,113.54,11.354,2.228,2.228,56.59,5.659,Factory Option,Passivate per ASTM A967,0.00703,0.136,0.136,3.45,0.345,Random,0.026,0.026,0.66,0.066
LE 026B 09 S316,LE 026B 09 S316,LE026B09S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.188,0.188,4.78,0.478,0.005,0.005,0.13,0.013,2.5,2.5,63.5,6.35,0.05,0.05,1.27,0.127,1.61,1.61,0.282,2.82,0.0288,0.288,28.8,288,0.161,0.161,0.0282,0.282,0.00288,0.0288,2.88,28.8,0.136,0.136,3.45,0.345,REF,Reference,Reference,Reference,83.4511,83.5,0.026,0.026,0.66,0.066,Standard Loops,0.4165,0.4165,1.853,0.1889,188.9,0.0833,0.0833,0.3705,0.03778,37.78,2.686,2.686,11.948,1.2184,1218.4,3.909,3.909,99.29,9.929,2.228,2.228,56.59,5.659,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00703,0.136,0.136,3.45,0.345,Random,0.026,0.026,0.66,0.066
LE 026C 0 M,LE 026C 0 M,LE026C0M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,3.5,3.5,0.613,6.13,0.0625,0.625,62.5,625,0.35,0.35,0.0613,0.613,0.00625,0.0625,6.25,62.5,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,17.4249,17.4,0.026,0.026,0.66,0.066,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.1,3.1,13.789,1.4062,1406.2,1.645,1.645,41.78,4.178,0.479,0.479,12.17,1.217,Factory Option,Zinc Plate and Bake per ASTM B633,0.00217,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 0 S,LE 026C 0 S,LE026C0S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,2.92,2.92,0.511,5.11,0.0521,0.521,52.1,521,0.292,0.292,0.0511,0.511,0.00521,0.0521,5.21,52.1,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,17.405,17.4,0.026,0.026,0.66,0.066,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.5823,2.5823,11.487,1.1713,1171.3,1.645,1.645,41.78,4.178,0.479,0.479,12.17,1.217,Factory Option,Passivate per ASTM A967,0.00221,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 0 S316,LE 026C 0 S316,LE026C0S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.875,0.875,22.23,2.223,0.03,0.03,0.76,0.076,2.92,2.92,0.511,5.11,0.0521,0.521,52.1,521,0.292,0.292,0.0511,0.511,0.00521,0.0521,5.21,52.1,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,17.405,17.4,0.026,0.026,0.66,0.066,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.936,1.936,8.612,0.8782,878.2,1.423,1.423,36.14,3.614,0.479,0.479,12.17,1.217,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00221,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 00 M,LE 026C 00 M,LE026C00M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,4.8,4.8,0.841,8.41,0.0857,0.857,85.7,857,0.48,0.48,0.0841,0.841,0.00857,0.0857,8.57,85.7,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,12.7057,12.7,0.026,0.026,0.66,0.066,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.1,3.1,13.789,1.4062,1406.2,1.31,1.31,33.27,3.327,0.354,0.354,8.99,0.899,Factory Option,Zinc Plate and Bake per ASTM B633,0.00164,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 00 S,LE 026C 00 S,LE026C00S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,4,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,12.7057,12.7,0.026,0.026,0.66,0.066,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.5823,2.5823,11.487,1.1713,1171.3,1.31,1.31,33.27,3.327,0.354,0.354,8.99,0.899,Factory Option,Passivate per ASTM A967,0.00167,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 00 S316,LE 026C 00 S316,LE026C00S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.75,0.75,19.05,1.905,0.03,0.03,0.76,0.076,4,4,0.701,7.01,0.0714,0.714,71.4,714,0.4,0.4,0.0701,0.701,0.00714,0.0714,7.14,71.4,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,12.7057,12.7,0.026,0.026,0.66,0.066,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.936,1.936,8.612,0.8782,878.2,1.15,1.15,29.21,2.921,0.354,0.354,8.99,0.899,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00167,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 001M,LE 026C 001M,LE026C001M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,7.6,7.6,1.331,13.31,0.1357,1.357,135.7,1357,0.76,0.76,0.1331,1.331,0.01357,0.1357,13.57,135.7,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,8.0246,8,0.026,0.026,0.66,0.066,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.1,3.1,13.789,1.4062,1406.2,0.985,0.985,25.02,2.502,0.229,0.229,5.82,0.582,Factory Option,Zinc Plate and Bake per ASTM B633,0.00112,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 001S,LE 026C 001S,LE026C001S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,6.33,6.33,1.109,11.09,0.113,1.13,113,1130,0.633,0.633,0.1109,1.109,0.0113,0.113,11.3,113,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,8.0288,8,0.026,0.026,0.66,0.066,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.5823,2.5823,11.487,1.1713,1171.3,0.985,0.985,25.02,2.502,0.229,0.229,5.82,0.582,Factory Option,Passivate per ASTM A967,0.00114,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 001S316,LE 026C 001S316,LE026C001S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.625,0.625,15.88,1.588,0.03,0.03,0.76,0.076,6.33,6.33,1.109,11.09,0.113,1.13,113,1130,0.633,0.633,0.1109,1.109,0.0113,0.113,11.3,113,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,8.0288,8,0.026,0.026,0.66,0.066,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.936,1.936,8.612,0.8782,878.2,0.878,0.878,22.3,2.23,0.229,0.229,5.82,0.582,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00114,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 002M,LE 026C 002M,LE026C002M,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Music Wire,MW,ASTM A228,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,20.3,20.3,3.555,35.55,0.3625,3.625,362.5,3625,2.03,2.03,0.3555,3.555,0.03625,0.3625,36.25,362.5,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,3.0043,3,0.026,0.026,0.66,0.066,Standard Loops,0.4,0.4,1.779,0.1814,181.4,0.08,0.08,0.3559,0.03629,36.29,3.1,3.1,13.789,1.4062,1406.2,0.63,0.63,16,1.6,0.104,0.104,2.64,0.264,Factory Option,Zinc Plate and Bake per ASTM B633,0.00056,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 002S,LE 026C 002S,LE026C002S,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel,SS,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,16.91,16.91,2.961,29.61,0.302,3.02,302,3020,1.691,1.691,0.2961,2.961,0.0302,0.302,30.2,302,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,3.0054,3,0.026,0.026,0.66,0.066,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,2.5823,2.5823,11.487,1.1713,1171.3,0.63,0.63,16,1.6,0.104,0.104,2.64,0.264,Factory Option,Passivate per ASTM A967,0.00057,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
LE 026C 002S316,LE 026C 002S316,LE026C002S316,Extension Spring,11,Stock,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Standard Extension Series (inch),NR,Stainless Steel Type 316,SS 316,ASTM A313,0.25,0.25,6.35,0.635,0.005,0.005,0.13,0.013,0.5,0.5,12.7,1.27,0.02,0.02,0.51,0.051,16.91,16.91,2.961,29.61,0.302,3.02,302,3020,1.691,1.691,0.2961,2.961,0.0302,0.302,30.2,302,0.198,0.198,5.03,0.503,REF,Reference,Reference,Reference,3.0054,3,0.026,0.026,0.66,0.066,Standard Loops,0.3332,0.3332,1.482,0.1511,151.1,0.06664,0.06664,0.2964,0.03023,30.23,1.936,1.936,8.612,0.8782,878.2,0.594,0.594,15.09,1.509,0.104,0.104,2.64,0.264,Factory Option,Ultrasonically Passivate with Citric Acid for 10 mins At 131 Deg F,0.00057,0.198,0.198,5.03,0.503,Random,0.026,0.026,0.66,0.066
