title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_hole_dia_bd_spe_in,field_hole_dia_in,field_hole_dia_mm,field_hole_dia_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_free_len_bd_spe_in,field_free_len_in,field_free_len_mm,field_free_len_cm,field_free_len_tole_bd_spe_in,field_free_len_tole_in,field_free_len_tole_mm,field_free_len_tole_cm,field_rate_bd_spe_lb_in,field_rate_lb_in,field_rate_n_mm,field_rate_n_cm,field_rate_kg_mm,field_rate_kg_cm,field_rate_gm_mm,field_rate_gm_cm,field_rate_tole_bd_spe_lb_in,field_rate_tole_lb_in,field_rate_tole_n_mm,field_rate_tole_n_cm,field_rate_tole_kg_mm,field_rate_tole_kg_cm,field_rate_tole_gm_mm,field_rate_tole_gm_cm,field_solid_height_bd_spe_in,field_solid_height_in,field_solid_height_mm,field_solid_height_cm,field_wire_dia_bd_spe_in,field_wire_dia_in,field_wire_dia_mm,field_wire_dia_cm,field_material,field_material_short_description,field_load_at_solid_height_bd_lb,field_load_at_solid_height_lb,field_load_at_solid_height_n,field_load_at_solid_height_kg,field_load_at_solid_height_gm,field_end,field_direction_of_wind,field_active_coils_bd_spe,field_active_coils,field_active_coils_tole_bd_spe,field_active_coils_tole,field_total_coils_bd_spe,field_total_coils,field_finish,field_spring_type,field_product_series,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_color,field_weight_per_item_lb
LC 035B 15 S316,LC 035B 15 S316,LC035B15S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,1.5,1.5,38.1,3.81,0.048,0.048,1.22,0.122,24.7,24.7,4.326,43.26,0.4411,4.411,441.09,4410.9,2.47,2.47,0.4326,4.326,0.04411,0.4411,44.109,441.09,0.969,0.969,24.61,2.461,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,13.8278,13.828,61.51,6.272,6272.29,Squared and Ground,Factory Option,24.9104,24.9104,Reference,Reference,26.91,26.91,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.0035904
LC 035B 16 M,LC 035B 16 M,LC035B16M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,25.3,25.3,4.431,44.31,0.4518,4.518,451.81,4518.1,2.53,2.53,0.4431,4.431,0.04518,0.4518,45.181,451.81,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,Music Wire,MW,16.6,16.6,73.84,7.53,7529.76,Squared and Ground,Factory Option,29.1836,29.1836,Reference,Reference,31.18,31.18,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.0040827
LC 035B 16 S,LC 035B 16 S,LC035B16S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,21,21,3.678,36.78,0.375,3.75,375.02,3750.2,2.1,2.1,0.3678,3.678,0.0375,0.375,37.502,375.02,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,Stainless Steel,SS,13.8278,13.828,61.51,6.272,6272.29,Squared and Ground,Factory Option,29.2994,29.2994,Reference,Reference,31.3,31.3,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.004176
LC 035B 16 S316,LC 035B 16 S316,LC035B16S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,1.75,1.75,44.45,4.445,0.053,0.053,1.35,0.135,21,21,3.678,36.78,0.375,3.75,375.02,3750.2,2.1,2.1,0.3678,3.678,0.0375,0.375,37.502,375.02,1.125,1.125,28.58,2.858,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,13.8278,13.828,61.51,6.272,6272.29,Squared and Ground,Factory Option,29.2994,29.2994,Reference,Reference,31.3,31.3,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.004176
LC 035B 17 M,LC 035B 17 M,LC035B17M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,22,22,3.853,38.53,0.3929,3.929,392.88,3928.8,2.2,2.2,0.3853,3.853,0.03929,0.3929,39.288,392.88,1.282,1.282,32.56,3.256,0.035,0.035,0.89,0.089,Music Wire,MW,16.6,16.6,73.84,7.53,7529.76,Squared and Ground,Factory Option,33.5611,33.5611,Reference,Reference,35.56,35.56,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.0046559
LC 035B 17 S,LC 035B 17 S,LC035B17S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,18.3,18.3,3.205,32.05,0.3268,3.268,326.8,3268,1.83,1.83,0.3205,3.205,0.03268,0.3268,32.68,326.8,1.282,1.282,32.56,3.256,0.035,0.035,0.89,0.089,Stainless Steel,SS,13.8278,13.828,61.51,6.272,6272.29,Squared and Ground,Factory Option,33.6222,33.6222,Reference,Reference,35.62,35.62,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.0047527
LC 035B 17 S316,LC 035B 17 S316,LC035B17S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,2,2,50.8,5.08,0.062,0.062,1.57,0.157,18.3,18.3,3.205,32.05,0.3268,3.268,326.8,3268,1.83,1.83,0.3205,3.205,0.03268,0.3268,32.68,326.8,1.282,1.282,32.56,3.256,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,13.8278,13.828,61.51,6.272,6272.29,Squared and Ground,Factory Option,33.6222,33.6222,Reference,Reference,35.62,35.62,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.0047527
LC 035B 18 M,LC 035B 18 M,LC035B18M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,19.5,19.5,3.415,34.15,0.3482,3.482,348.23,3482.3,1.95,1.95,0.3415,3.415,0.03482,0.3482,34.823,348.23,1.439,1.439,36.55,3.655,0.035,0.035,0.89,0.089,Music Wire,MW,16.6,16.6,73.84,7.53,7529.76,Squared and Ground,Factory Option,37.8638,37.8638,Reference,Reference,39.86,39.86,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.0052192
LC 035B 18 S,LC 035B 18 S,LC035B18S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,16.2,16.2,2.837,28.37,0.2893,2.893,289.3,2893,1.62,1.62,0.2837,2.837,0.02893,0.2893,28.93,289.3,1.439,1.439,36.55,3.655,0.035,0.035,0.89,0.089,Stainless Steel,SS,13.8278,13.828,61.51,6.272,6272.29,Squared and Ground,Factory Option,37.9807,37.9807,Reference,Reference,39.98,39.98,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.0053342
LC 035B 18 S316,LC 035B 18 S316,LC035B18S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.18,0.18,4.57,0.457,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.188,0.188,4.78,0.478,0.103,0.103,2.62,0.262,MIN,MIN,MIN,MIN,2.25,2.25,57.15,5.715,0.07,0.07,1.78,0.178,16.2,16.2,2.837,28.37,0.2893,2.893,289.3,2893,1.62,1.62,0.2837,2.837,0.02893,0.2893,28.93,289.3,1.439,1.439,36.55,3.655,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,13.8278,13.828,61.51,6.272,6272.29,Squared and Ground,Factory Option,37.9807,37.9807,Reference,Reference,39.98,39.98,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.11,0.11,2.79,0.279,Reference,Reference,Reference,Reference,,0.0053342
LC 035C 01 M,LC 035C 01 M,LC035C01M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.162,0.162,4.11,0.411,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,90,90,15.762,157.62,1.6072,16.072,1607.22,16072.2,9,9,1.5762,15.762,0.16072,1.6072,160.722,1607.22,0.192,0.192,4.88,0.488,0.035,0.035,0.89,0.089,Music Wire,MW,12,12,53.38,5.443,5443.2,Squared and Ground,Factory Option,2.903,2.903,Reference,Reference,4.9,4.9,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.17,0.17,4.32,0.432,Reference,Reference,Reference,Reference,,0.000907
LC 035C 01 S,LC 035C 01 S,LC035C01S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.162,0.162,4.11,0.411,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,75,75,13.135,131.35,1.3394,13.394,1339.35,13393.5,7.5,7.5,1.3135,13.135,0.13394,1.3394,133.935,1339.35,0.192,0.192,4.88,0.488,0.035,0.035,0.89,0.089,Stainless Steel,SS,9.996,9.996,44.46,4.534,4534.19,Squared and Ground,Factory Option,2.903,2.903,Reference,Reference,4.9,4.9,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.17,0.17,4.32,0.432,Reference,Reference,Reference,Reference,,0.0009248
LC 035C 01 S316,LC 035C 01 S316,LC035C01S316,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.162,0.162,4.11,0.411,MIN,MIN,MIN,MIN,0.313,0.313,7.95,0.795,0.018,0.018,0.46,0.046,75,75,13.135,131.35,1.3394,13.394,1339.35,13393.5,7.5,7.5,1.3135,13.135,0.13394,1.3394,133.935,1339.35,0.192,0.192,4.88,0.488,0.035,0.035,0.89,0.089,Stainless Steel Type 316,SS316,9.996,9.996,44.46,4.534,4534.19,Squared and Ground,Factory Option,2.903,2.903,Reference,Reference,4.9,4.9,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.17,0.17,4.32,0.432,Reference,Reference,Reference,Reference,,0.0009248
LC 035C 02 M,LC 035C 02 M,LC035C02M,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.162,0.162,4.11,0.411,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,73.5,73.5,12.872,128.72,1.3126,13.126,1312.56,13125.6,7.35,7.35,1.2872,12.872,0.13126,1.3126,131.256,1312.56,0.208,0.208,5.28,0.528,0.035,0.035,0.89,0.089,Music Wire,MW,12,12,53.38,5.443,5443.2,Squared and Ground,Factory Option,3.5547,3.5547,Reference,Reference,5.55,5.55,Zinc Plate and Bake per ASTM B633,1,Standard Compression Series (inch),ASTM A228,0.17,0.17,4.32,0.432,Reference,Reference,Reference,Reference,,0.0010282
LC 035C 02 S,LC 035C 02 S,LC035C02S,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.24,0.24,6.1,0.61,+0.003/-0.005,+0.003/-0.005,+0.08/-0.13,+0.008/-0.013,0.25,0.25,6.35,0.635,0.162,0.162,4.11,0.411,MIN,MIN,MIN,MIN,0.375,0.375,9.53,0.953,0.018,0.018,0.46,0.046,61.2,61.2,10.718,107.18,1.0929,10.929,1092.91,10929.1,6.12,6.12,1.0718,10.718,0.10929,1.0929,109.291,1092.91,0.208,0.208,5.28,0.528,0.035,0.035,0.89,0.089,Stainless Steel,SS,9.996,9.996,44.46,4.534,4534.19,Squared and Ground,Factory Option,3.5576,3.5576,Reference,Reference,5.56,5.56,Passivate per ASTM A967,1,Standard Compression Series (inch),ASTM A313,0.17,0.17,4.32,0.432,Reference,Reference,Reference,Reference,,0.0010483
